County Code,County Name,Constituency Code,Constituency Name,Surname,Other Names,"PartyCode",Political Party Name,Abbrv.
1,Mombasa,3,Kisauni,Mbarak,Mbarak Hamid,15,"United DemocraticAlliance",UDA
1,Mombasa,3,Kisauni,Mwaluma,"HaginsonMwandawiro",Ind,Independent,IND
1,Mombasa,3,Kisauni,Ojwan'g,David Aundho,Ind,Independent,IND
1,Mombasa,3,Kisauni,Zuma,Henry Chiguba,88,"Tujibebe WakenyaParty",JIBEBE
1,Mombasa,4,Nyali,Mohamed,Mohamed Ali,15,"United DemocraticAlliance",UDA
1,Mombasa,4,Nyali,Mwarandu,Ferdinand Katana C,30,"Kenya AfricanDemocratic Union-Asili","KADU-ASILI"
1,Mombasa,4,Nyali,Ndere,Joshua Otieno,Ind,Independent,IND
1,Mombasa,4,Nyali,Noor,"Yasir NoorMohamed",27,Jubilee Party,JP
1,Mombasa,4,Nyali,Odhiambo,Millicent L Atieno,12,"Wiper DemocraticMovement- Kenya",WDM
1,Mombasa,4,Nyali,Omondi,Edward Markosewe,91,"Pamoja AfricanAlliance",PAA
1,Mombasa,4,Nyali,Otieno,Japheth Marine,Ind,Independent,IND
1,Mombasa,4,Nyali,Salim,Said Abdalla,21,"Orange DemocraticMovement",ODM
1,Mombasa,4,Nyali,Stanley,Eric Gitonga,Ind,Independent,IND
1,Mombasa,5,Likoni,Domoko,Khamis Ali,Ind,Independent,IND
1,Mombasa,5,Likoni,Mbete,Janet Ndago,27,Jubilee Party,JP
1,Mombasa,5,Likoni,Mboko,Mishi Juma Khamisi,21,"Orange DemocraticMovement",ODM
1,Mombasa,5,Likoni,Muoga,Jacob Boaz,85,"Democratic ActionParty- Kenya",DAP-K
1,Mombasa,5,Likoni,Mwahima,Mohamed Mwalimu,15,"United DemocraticAlliance",UDA
1,Mombasa,5,Likoni,Mwamtoa,Hassan Bakari,62,"Amani NationalCongress",ANC
1,Mombasa,5,Likoni,Mwidani,Hamisi Musa,Ind,Independent,IND
1,Mombasa,5,Likoni,Obado,Yaq'ub Aluoch,41,"United DemocraticMovement",UDM
1,Mombasa,5,Likoni,Omar,Ahmed Salama,91,"Pamoja AfricanAlliance",PAA
1,Mombasa,5,Likoni,Omuko,Duncan Otieno,60,"Vibrant DemocraticParty",VDP
1,Mombasa,5,Likoni,Vyakweli,Mbaruku Ali,12,"Wiper DemocraticMovement- Kenya",WDM
1,Mombasa,6,Mvita,Damnan,Sadat Salim,Ind,Independent,IND
1,Mombasa,6,Mvita,Ducale,Mohamed Issa,33,"Kenya AfricanNational Union",KANU
1,Mombasa,6,Mvita,Hamid,Narqab Rishad,46,"United Party OfIndependent Alliance",UPIA
1,Mombasa,6,Mvita,Heris,Zuhura Said,Ind,Independent,IND
1,Mombasa,6,Mvita,Juma,"Mohamed AliMohamed",12,"Wiper DemocraticMovement- Kenya",WDM
1,Mombasa,6,Mvita,Machele,Mohamed Soud,21,"Orange DemocraticMovement",ODM
1,Mombasa,6,Mvita,Mohamed,Murshid Abdalla,79,"United GreenMovement",UGM
1,Mombasa,6,Mvita,Mohammed,Said Twaha,91,"Pamoja AfricanAlliance",PAA
1,Mombasa,6,Mvita,Muhsin,Khadija Abdalla,27,Jubilee Party,JP
1,Mombasa,6,Mvita,Mwatsahu,Ali Ramadhani,90,Umoja Summit Party,USP
1,Mombasa,6,Mvita,Omar,Omar Abdalla,80,"Usawa Kwa WoteParty",USAWA
1,Mombasa,6,Mvita,Parikh,Rishi Arun,30,"Kenya AfricanDemocratic Union-Asili","KADU-ASILI"
1,Mombasa,6,Mvita,Shallo,"Omar MahmudMohamed",15,"United DemocraticAlliance",UDA
1,Mombasa,6,Mvita,Sheriff,Feisal Omar,Ind,Independent,IND
1,Mombasa,6,Mvita,Sumba,Hassan Rajab,62,"Amani NationalCongress",ANC
1,Mombasa,6,Mvita,Wekoma,"Patrick RensonAlfred",1,"National RainbowCoalition-Kenya","NARC-KENYA"
2,Kwale,7,Msambweni,Abdurahman,Sheikh Mahmoud,Ind,Independent,IND
2,Kwale,7,Msambweni,Ikandi,Everlyn Kamene,27,Jubilee Party,JP
2,Kwale,7,Msambweni,Kilalo,Bashiri Mohamed,Ind,Independent,IND
2,Kwale,7,Msambweni,Maina,Cosmus Wamugi,40,The New Democrats,TND
2,Kwale,7,Msambweni,Mwakulonda,Ali Hassani,21,"Orange DemocraticMovement",ODM
2,Kwale,7,Msambweni,Nzuki,Peter Nyamai,62,"Amani NationalCongress",ANC
2,Kwale,7,Msambweni,Salim,Feisal Bader,15,"United DemocraticAlliance",UDA
2,Kwale,7,Msambweni,Sarai,Salwa Hemedi,12,"Wiper DemocraticMovement- Kenya",WDM
2,Kwale,7,Msambweni,Wamwachai,Marere Mwarapayo,2,"The National VisionParty",NVP
2,Kwale,8,Lungalunga,Chiforomodo,Mangale Munga,41,"United DemocraticMovement",UDM
2,Kwale,8,Lungalunga,Kitonga,"Joseph KithukuMuki",12,"Wiper DemocraticMovement- Kenya",WDM
2,Kwale,8,Lungalunga,Mwadzaya,"Said Mbovu HassanW",23,"Forum ForRestoration OfDemocracy-Kenya","FORD-KENYA"
2,Kwale,8,Lungalunga,Mwashetani,Khatib Abdallah,15,"United DemocraticAlliance",UDA
2,Kwale,8,Lungalunga,Mwilu,Benson Mutisya,27,Jubilee Party,JP
2,Kwale,8,Lungalunga,Ngome,Stephen Mkaila,34,Safina,SAFINA
2,Kwale,8,Lungalunga,Ngozi,Abdallah Jumaa,91,"Pamoja AfricanAlliance",PAA
2,Kwale,8,Lungalunga,Ngui,Sammy Mwema,79,"United GreenMovement",UGM
2,Kwale,8,Lungalunga,Tsuma,Murabu Chaka,21,"Orange DemocraticMovement",ODM
2,Kwale,8,Lungalunga,Zonga,Omari Mbwana,85,"Democratic ActionParty- Kenya",DAP-K
2,Kwale,9,Matuga,Bakari,"MasudiMwakomango Omar",12,"Wiper DemocraticMovement- Kenya",WDM
2,Kwale,9,Matuga,Bungale,Ramadhani Masudi,41,"United DemocraticMovement",UDM
2,Kwale,9,Matuga,Chamtu,Naome Katsaka,80,"Usawa Kwa WoteParty",USAWA
2,Kwale,9,Matuga,Chidzuga,Hassan Fundi,27,Jubilee Party,JP
2,Kwale,9,Matuga,Chidzuga,"MwanaishaNchipepo",15,"United DemocraticAlliance",UDA
2,Kwale,9,Matuga,Kitambi,Mwalimu Digore,91,"Pamoja AfricanAlliance",PAA
2,Kwale,9,Matuga,Mohamed,"Abdillahi SalimMaliwanga",33,"Kenya AfricanNational Union",KANU
2,Kwale,9,Matuga,Mwanyoha,Hassan Mohamed,21,"Orange DemocraticMovement",ODM
2,Kwale,9,Matuga,Omar,"SuleimanMohammed",34,Safina,SAFINA
2,Kwale,9,Matuga,Tandaza,Kassim Sawa,62,"Amani NationalCongress",ANC
2,Kwale,9,Matuga,Warrakah,Suleman Mwamlole,Ind,Independent,IND
2,Kwale,10,Kinango,Chiwai,Neema Kwekwe,12,"Wiper DemocraticMovement- Kenya",WDM
2,Kwale,10,Kinango,Christantus,Charo Tsuma,44,"Party Of DemocraticUnity",PDU
2,Kwale,10,Kinango,Hassan,Zuleikha Juma,21,"Orange DemocraticMovement",ODM
2,Kwale,10,Kinango,Kamanza,Boniface Mwatela,33,"Kenya AfricanNational Union",KANU
2,Kwale,10,Kinango,Kamanza,Seth Mwatela,Ind,Independent,IND
2,Kwale,10,Kinango,Mrina,Salim Yawa,85,"Democratic ActionParty- Kenya",DAP-K
2,Kwale,10,Kinango,Mwambeyu,Simon Beja,41,"United DemocraticMovement",UDM
2,Kwale,10,Kinango,Mwero,Dicky  Chikoza,Ind,Independent,IND
2,Kwale,10,Kinango,Samuel,Rai Gonzi,91,"Pamoja AfricanAlliance",PAA
2,Kwale,10,Kinango,Tayari,"Benjamin DaluStephen",15,"United DemocraticAlliance",UDA
3,Kilifi,11,Kilifi North,Baya,Owen Yaa,15,"United DemocraticAlliance",UDA
3,Kilifi,11,Kilifi North,Chai,Eliud Kalama,21,"Orange DemocraticMovement",ODM
3,Kilifi,11,Kilifi North,Gongolo,Norbert Mwabonje,34,Safina,SAFINA
3,Kilifi,11,Kilifi North,Jefwa,Ian  Amani,91,"Pamoja AfricanAlliance",PAA
3,Kilifi,11,Kilifi North,Ziro,"ElizabethWambugha",90,Umoja Summit Party,USP
3,Kilifi,12,Kilifi South,Almas,Hadad Faisal,23,"Forum ForRestoration OfDemocracy-Kenya","FORD-KENYA"
3,Kilifi,12,Kilifi South,Jobba,Said Musa,15,"United DemocraticAlliance",UDA
3,Kilifi,12,Kilifi South,Kiti,Richard Ken Chonga,21,"Orange DemocraticMovement",ODM
3,Kilifi,12,Kilifi South,Kombe,Sophie Kadzo,91,"Pamoja AfricanAlliance",PAA
3,Kilifi,12,Kilifi South,Mohamed,Yusuf Sheikh,Ind,Independent,IND
3,Kilifi,12,Kilifi South,Muganga,Bernard Biddii,62,"Amani NationalCongress",ANC
3,Kilifi,12,Kilifi South,Muluka,Nellie Anzazi,Ind,Independent,IND
3,Kilifi,12,Kilifi South,Ngui,Peter,80,"Usawa Kwa WoteParty",USAWA
3,Kilifi,12,Kilifi South,Nyale,Kennedy James,Ind,Independent,IND
3,Kilifi,12,Kilifi South,Shera,Dennis Chamoto,30,"Kenya AfricanDemocratic Union-Asili","KADU-ASILI"
3,Kilifi,12,Kilifi South,Wanyepe,Nicholas Mrima,Ind,Independent,IND
3,Kilifi,13,Kaloleni,Chiringa,Moses Menza,40,The New Democrats,TND
3,Kilifi,13,Kaloleni,Chivila,Winnie Santa,Ind,Independent,IND
3,Kilifi,13,Kaloleni,Garama,Stephen Raphael,62,"Amani NationalCongress",ANC
3,Kilifi,13,Kaloleni,Katana,Paul Kahindi,21,"Orange DemocraticMovement",ODM
3,Kilifi,13,Kaloleni,Kenga,Esther Henry,90,Umoja Summit Party,USP
3,Kilifi,13,Kaloleni,Kenga,Fedinand Masha,Ind,Independent,IND
3,Kilifi,13,Kaloleni,Mangi,Raymond Furaha,27,Jubilee Party,JP
3,Kilifi,13,Kaloleni,Ngonyo,Michael Hinzano,Ind,Independent,IND
3,Kilifi,13,Kaloleni,Ria,Japhet Mvoyi,15,"United DemocraticAlliance",UDA
3,Kilifi,13,Kaloleni,Rimba,Martin Chengo,33,"Kenya AfricanNational Union",KANU
3,Kilifi,13,Kaloleni,Tsuma,Edward Saro,91,"Pamoja AfricanAlliance",PAA
3,Kilifi,14,Rabai,Kalume,Caroline,27,Jubilee Party,JP
3,Kilifi,14,Rabai,Kamoti,Mdigo Mwamkale,21,"Orange DemocraticMovement",ODM
3,Kilifi,14,Rabai,Kaulu,Philip Mbaji,15,"United DemocraticAlliance",UDA
3,Kilifi,14,Rabai,Kombo,David Swafi,77,"Justice And FreedomParty",JFP
3,Kilifi,14,Rabai,Kondo,Esther Ndolola,34,Safina,SAFINA
3,Kilifi,14,Rabai,Mackenzie,Issah Omar,Ind,Independent,IND
3,Kilifi,14,Rabai,Mupe,Anthony Kenga,91,"Pamoja AfricanAlliance",PAA
3,Kilifi,14,Rabai,Nzai,Charles Chama,Ind,Independent,IND
3,Kilifi,15,Ganze,Chivatsi,David Shoka,80,"Usawa Kwa WoteParty",USAWA
3,Kilifi,15,Ganze,Mwambire,Teddy Ngumbao,21,"Orange DemocraticMovement",ODM
3,Kilifi,15,Ganze,Mweni,Anderson Kenga,34,Safina,SAFINA
3,Kilifi,15,Ganze,Samaki,James Charo,15,"United DemocraticAlliance",UDA
3,Kilifi,15,Ganze,Tungule,"Charo  KennethKazungu",91,"Pamoja AfricanAlliance",PAA
3,Kilifi,16,Malindi,Chiriba,Daniel Chai,15,"United DemocraticAlliance",UDA
3,Kilifi,16,Malindi,Kadzeha,Peter Ponda,62,"Amani NationalCongress",ANC
3,Kilifi,16,Malindi,Kalama,Kenneth Mulewa,Ind,Independent,IND
3,Kilifi,16,Malindi,Mnyazi,Amina Laura,21,"Orange DemocraticMovement",ODM
3,Kilifi,16,Malindi,Mtengo,William Baraka,91,"Pamoja AfricanAlliance",PAA
3,Kilifi,16,Malindi,Nyule,Nixon Kingi,34,Safina,SAFINA
3,Kilifi,16,Malindi,Otara,Richard Ondara,64,"United DemocraticParty",UDP
3,Kilifi,16,Malindi,Taura,Benard Kaingu,32,"Communist Party OfKenya",CPK
3,Kilifi,17,Magarini,Kalluwa,"Martin MangiMwaro Baya",Ind,Independent,IND
3,Kilifi,17,Magarini,Karisa,Hamadi Chadi,49,"Federal Party OfKenya",FPK
3,Kilifi,17,Magarini,Kenga,Stanley Karisa,15,"United DemocraticAlliance",UDA
3,Kilifi,17,Magarini,Kingi,Michael Thoyah,91,"Pamoja AfricanAlliance",PAA
3,Kilifi,17,Magarini,Kombe,Harrison Garama,21,"Orange DemocraticMovement",ODM
3,Kilifi,17,Magarini,Masha,John Sulubu,30,"Kenya AfricanDemocratic Union-Asili","KADU-ASILI"
3,Kilifi,17,Magarini,Nzai,Samuel Kombe,29,"National RainbowCoalition",NARC
4,Tana River,18,Garsen,Bashora,Ahmed Butte,12,"Wiper DemocraticMovement- Kenya",WDM
4,Tana River,18,Garsen,Daleno,Mohamed Juge,80,"Usawa Kwa WoteParty",USAWA
4,Tana River,18,Garsen,Guracho,Abdulla Bocha,85,"Democratic ActionParty- Kenya",DAP-K
4,Tana River,18,Garsen,Guyo,Ali Wario,21,"Orange DemocraticMovement",ODM
4,Tana River,18,Garsen,Igwo,Dulu,15,"United DemocraticAlliance",UDA
4,Tana River,18,Garsen,Jilo,Komora Mabudi,91,"Pamoja AfricanAlliance",PAA
4,Tana River,18,Garsen,Mohamed,Hussein Dara,23,"Forum ForRestoration OfDemocracy-Kenya","FORD-KENYA"
4,Tana River,18,Garsen,Welly,Abdi Ali,46,"United Party OfIndependent Alliance",UPIA
4,Tana River,19,Galole,Aziz,Bwanaidi Abdallah,33,"Kenya AfricanNational Union",KANU
4,Tana River,19,Galole,Farah,Hargamso Mohamed,62,"Amani NationalCongress",ANC
4,Tana River,19,Galole,Hiribae,Said Buya,21,"Orange DemocraticMovement",ODM
4,Tana River,19,Galole,Kedhi,Ahmed Shuri,46,"United Party OfIndependent Alliance",UPIA
4,Tana River,19,Galole,Yusa,Mohamed Buya,15,"United DemocraticAlliance",UDA
4,Tana River,20,Bura,Bishar,Juma Odha,40,The New Democrats,TND
4,Tana River,20,Bura,Dube,Mohamed Hassan,27,Jubilee Party,JP
4,Tana River,20,Bura,Guyo,Mohamed,Ind,Independent,IND
4,Tana River,20,Bura,Hassan,Rehema,15,"United DemocraticAlliance",UDA
4,Tana River,20,Bura,Kanchora,Abdulla Hanti,33,"Kenya AfricanNational Union",KANU
4,Tana River,20,Bura,Kuno,Yakub Adow,46,"United Party OfIndependent Alliance",UPIA
4,Tana River,20,Bura,Mohamed,Khalif Dughali,23,"Forum ForRestoration OfDemocracy-Kenya","FORD-KENYA"
4,Tana River,20,Bura,Shora,Saddam Hassan,21,"Orange DemocraticMovement",ODM
4,Tana River,20,Bura,Soba,Hussein Killo,41,"United DemocraticMovement",UDM
5,Lamu,21,Lamu East,Ali,Sharif Athman,15,"United DemocraticAlliance",UDA
5,Lamu,21,Lamu East,Kombo,Shekue Kahale,33,"Kenya AfricanNational Union",KANU
5,Lamu,21,Lamu East,Madhbuti,Mohamed,12,"Wiper DemocraticMovement- Kenya",WDM
5,Lamu,21,Lamu East,Obo,Ruweida Mohamed,27,Jubilee Party,JP
5,Lamu,22,Lamu West,Ahmed,Abdu Kassim,62,"Amani NationalCongress",ANC
5,Lamu,22,Lamu West,Ahmed,Rishad Hamid,15,"United DemocraticAlliance",UDA
5,Lamu,22,Lamu West,Albeity,Hassan Abdalla,91,"Pamoja AfricanAlliance",PAA
5,Lamu,22,Lamu West,Badawy,Alwy Ahmed,12,"Wiper DemocraticMovement- Kenya",WDM
5,Lamu,22,Lamu West,Khamis,Ishmael Kaviha,37,"National AgendaParty Of Kenya",NAPK
5,Lamu,22,Lamu West,Matei,Josphat Musembi,80,"Usawa Kwa WoteParty",USAWA
5,Lamu,22,Lamu West,Muthama,Stanley Muiruri,27,Jubilee Party,JP
5,Lamu,22,Lamu West,Njuguna,Abdirashid Mwaura,14,"Party Of NationalUnity",PNU
5,Lamu,22,Lamu West,Nyaga,Mary Immaculate W,1,"National RainbowCoalition-Kenya","NARC-KENYA"
5,Lamu,22,Lamu West,Omar,Janat Ali,79,"United GreenMovement",UGM
5,Lamu,22,Lamu West,Wanyoike,Zacchaeus Mboche,34,Safina,SAFINA
6,Taita Taveta,23,Taveta,Bwire,John Okano,12,"Wiper DemocraticMovement- Kenya",WDM
6,Taita Taveta,23,Taveta,Mutiso,Morris  Muindi,21,"Orange DemocraticMovement",ODM
6,Taita Taveta,23,Taveta,Muutu,Gaudenzio Kangethe,Ind,Independent,IND
6,Taita Taveta,23,Taveta,Mzirai,Didas Mwachila,15,"United DemocraticAlliance",UDA
6,Taita Taveta,23,Taveta,Shaban,Naomi Namsi,27,Jubilee Party,JP
6,Taita Taveta,24,Wundanyi,Mwachia,Simon,27,Jubilee Party,JP
6,Taita Taveta,24,Wundanyi,Mwakiridia,Mathias Mwangangu,Ind,Independent,IND
6,Taita Taveta,24,Wundanyi,Mwakuwona,Danson Mwashako,12,"Wiper DemocraticMovement- Kenya",WDM
6,Taita Taveta,24,Wundanyi,Mwakwida,Dennis Mwasaka,21,"Orange DemocraticMovement",ODM
6,Taita Taveta,25,Mwatate,Irina,Mathias Mjomba,32,"Communist Party OfKenya",CPK
6,Taita Taveta,25,Mwatate,Kirubai,Gibson,Ind,Independent,IND
6,Taita Taveta,25,Mwatate,Kitando,Dominic Nyambu,80,"Usawa Kwa WoteParty",USAWA
6,Taita Taveta,25,Mwatate,Mbondenyi,Morris Kiwinda,15,"United DemocraticAlliance",UDA
6,Taita Taveta,25,Mwatate,Mghana,Harrison Ben,38,"PeoplesEmpowerment Party",PEP
6,Taita Taveta,25,Mwatate,Mlagui,Majala Delina,12,"Wiper DemocraticMovement- Kenya",WDM
6,Taita Taveta,25,Mwatate,Mwambingu,"ChristopherMwadime",21,"Orange DemocraticMovement",ODM
6,Taita Taveta,25,Mwatate,Mwanyota,Lawea Andrew,62,"Amani NationalCongress",ANC
6,Taita Taveta,25,Mwatate,Mzenge,Dawson Katuu,91,"Pamoja AfricanAlliance",PAA
6,Taita Taveta,25,Mwatate,Shake,Peter Mbogho,27,Jubilee Party,JP
6,Taita Taveta,26,Voi,Abdi,Khamis Chome,12,"Wiper DemocraticMovement- Kenya",WDM
6,Taita Taveta,26,Voi,Kizidio,Veronica Wakesho,30,"Kenya AfricanDemocratic Union-Asili","KADU-ASILI"
6,Taita Taveta,26,Voi,Masawi,"Dr VincentMwandima",21,"Orange DemocraticMovement",ODM
6,Taita Taveta,26,Voi,Mlolwa,Jones Mwagogo,27,Jubilee Party,JP
6,Taita Taveta,26,Voi,Mngoda,Dishon K Mwanzige,82,The Service Party,TSP
6,Taita Taveta,26,Voi,Muli,Albanus Mutumwa,15,"United DemocraticAlliance",UDA
6,Taita Taveta,26,Voi,Mwachoki,Jeremiah Mwavadu,80,"Usawa Kwa WoteParty",USAWA
6,Taita Taveta,26,Voi,Mwaeni,Harun Mwadali,62,"Amani NationalCongress",ANC
6,Taita Taveta,26,Voi,Mwakaba,Frank Martin,88,"Tujibebe WakenyaParty",JIBEBE
6,Taita Taveta,26,Voi,Mwarema,Godfrey Mwanjulu,Ind,Independent,IND
6,Taita Taveta,26,Voi,Mwawasi,Michael Mwadime,91,"Pamoja AfricanAlliance",PAA
7,Garissa,27,Garissa Township,Dolal,Nassir Mohamed,21,"Orange DemocraticMovement",ODM
7,Garissa,27,Garissa Township,Duale,Aden Bare,15,"United DemocraticAlliance",UDA
7,Garissa,27,Garissa Township,Ibrahim,Siyat Osman,27,Jubilee Party,JP
7,Garissa,27,Garissa Township,Ismail,Hassan Ali,33,"Kenya AfricanNational Union",KANU
7,Garissa,27,Garissa Township,Mohamed,Abdullahi Mohamud,81,"United ProgressiveAlliance",UPA
7,Garissa,27,Garissa Township,Yunis,Aden Abdullahi,68,Democratic Congress,DC
7,Garissa,28,Balambala,Aden,Abdikadir Omar,15,"United DemocraticAlliance",UDA
7,Garissa,28,Balambala,Ali,Ismail Arale,23,"Forum ForRestoration OfDemocracy-Kenya","FORD-KENYA"
7,Garissa,28,Balambala,Aress,Mohamed Yarrow,21,"Orange DemocraticMovement",ODM
7,Garissa,28,Balambala,Bare,Adan Muktar,62,"Amani NationalCongress",ANC
7,Garissa,28,Balambala,Kahin,Issa Yarrow,33,"Kenya AfricanNational Union",KANU
7,Garissa,28,Balambala,Shurie,Abdi Omar,27,Jubilee Party,JP
7,Garissa,29,Lagdera,Farah,Malyun Abdi,41,"United DemocraticMovement",UDM
7,Garissa,29,Lagdera,Garane,Mohamed Hire,33,"Kenya AfricanNational Union",KANU
7,Garissa,29,Lagdera,Hassan,Ali Sheikh,27,Jubilee Party,JP
7,Garissa,29,Lagdera,Mohamed,Abdikadir  Hussein,21,"Orange DemocraticMovement",ODM
7,Garissa,29,Lagdera,Mohamed,Feisal Mohammed,80,"Usawa Kwa WoteParty",USAWA
7,Garissa,29,Lagdera,Saytun,Abdulqani Ibrahim,15,"United DemocraticAlliance",UDA
7,Garissa,30,Dadaab,Ali,Ahmed Issack,33,"Kenya AfricanNational Union",KANU
7,Garissa,30,Dadaab,Dubow,Abdikheir Abdullahi,21,"Orange DemocraticMovement",ODM
7,Garissa,30,Dadaab,Maalim,Farah,12,"Wiper DemocraticMovement- Kenya",WDM
7,Garissa,31,Fafi,Farah,Salah Yakub,15,"United DemocraticAlliance",UDA
7,Garissa,31,Fafi,Gedi,Mohamed Subey,62,"Amani NationalCongress",ANC
7,Garissa,31,Fafi,Mohamed,Abdikhaim Osman,27,Jubilee Party,JP
7,Garissa,31,Fafi,Shafat,Mohamed Diis,33,"Kenya AfricanNational Union",KANU
7,Garissa,32,Ijara,Abass,Ahmed Ibrahim,21,"Orange DemocraticMovement",ODM
7,Garissa,32,Ijara,Abdi,Abdi Ali,37,"National AgendaParty Of Kenya",NAPK
7,Garissa,32,Ijara,Gedi,Abdullahi Mohamed,Ind,Independent,IND
7,Garissa,32,Ijara,Noor,Sophia Abdi,27,Jubilee Party,JP
8,Wajir,33,Wajir North,Gulied,Daud Ibrahim,64,"United DemocraticParty",UDP
8,Wajir,33,Wajir North,Ibrahim,Ahmed Abdisalan,21,"Orange DemocraticMovement",ODM
8,Wajir,33,Wajir North,Madey,Abdinasir Hussein,41,"United DemocraticMovement",UDM
8,Wajir,33,Wajir North,Mohamed,Amin Hassan,46,"United Party OfIndependent Alliance",UPIA
8,Wajir,33,Wajir North,Osman,Abdikadir Noor,85,"Democratic ActionParty- Kenya",DAP-K
8,Wajir,33,Wajir North,Osman,Abdullahi Hassan,27,Jubilee Party,JP
8,Wajir,33,Wajir North,Saney,Ibrahim Abdi,15,"United DemocraticAlliance",UDA
8,Wajir,33,Wajir North,Shabelo,Abdikadir Mohamed,33,"Kenya AfricanNational Union",KANU
8,Wajir,34,Wajir East,Abdi,Ahmed Bashir,33,"Kenya AfricanNational Union",KANU
8,Wajir,34,Wajir East,Amin,Rashid Kassim,12,"Wiper DemocraticMovement- Kenya",WDM
8,Wajir,34,Wajir East,Hussein,Issa Omar,85,"Democratic ActionParty- Kenya",DAP-K
8,Wajir,34,Wajir East,Issack,Ismail Sheikh,21,"Orange DemocraticMovement",ODM
8,Wajir,34,Wajir East,Kalid,Hussein Salat,34,Safina,SAFINA
8,Wajir,34,Wajir East,Mohamed,Aden  Daudi,27,Jubilee Party,JP
8,Wajir,34,Wajir East,Samo,Tawfiq Bashir,83,"National OrdinaryPeoplesEmpowerment Union",NOPEU
8,Wajir,35,Tarbaj,Abullahi,Idris Abdi,27,Jubilee Party,JP
8,Wajir,35,Tarbaj,Alasow,Osman Hassan,21,"Orange DemocraticMovement",ODM
8,Wajir,35,Tarbaj,Barre,Hussein Abdi,15,"United DemocraticAlliance",UDA
8,Wajir,35,Tarbaj,Gaal,Ahmed Bashane,14,"Party Of NationalUnity",PNU
8,Wajir,36,Wajir West,Ali,"MohamedweliHassan",41,"United DemocraticMovement",UDM
8,Wajir,36,Wajir West,Farah,Yussuf Mohamed,21,"Orange DemocraticMovement",ODM
8,Wajir,36,Wajir West,Ibrahim,Mohamed Abdikadir,80,"Usawa Kwa WoteParty",USAWA
8,Wajir,36,Wajir West,Khalif,Mohamed Ahmed,33,"Kenya AfricanNational Union",KANU
8,Wajir,36,Wajir West,Mohamed,Ahmed Kolosh,15,"United DemocraticAlliance",UDA
8,Wajir,37,Eldas,Arale,Ahmed Boray,21,"Orange DemocraticMovement",ODM
8,Wajir,37,Eldas,Salat,Omar Haji,15,"United DemocraticAlliance",UDA
8,Wajir,37,Eldas,Wehliye,Adan Keynan,27,Jubilee Party,JP
8,Wajir,38,Wajir South,Aden,Adow Mohammed,21,"Orange DemocraticMovement",ODM
8,Wajir,38,Wajir South,Ali,Dekow Nur,46,"United Party OfIndependent Alliance",UPIA
8,Wajir,38,Wajir South,Ali,Khalif Abdi,41,"United DemocraticMovement",UDM
